Company Name,Website,Email,Phone,Fax,Address,Employees,Established,Revenue,Facebook,Google+,Twitter,YouTube,Instagram,RSS,Xing,LinkedIn
FAIST Anlagenbau GmbH,www.faist.de,Anlagenbau@Faist.de,+49 8282-88800,+49 8282/8880-88,"Bahnhofstr. 41, 86381 Krumbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FANUC Deutschland GmbH,www.fanucrobotics.eu,info@fanuc.de,+49 7158 1282 0,+49 7158128210,"Bernhäuser Str. 36, 73765 Neuhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fairXperts gmbh & Co. KG,www.fairXperts.de,info@fairXperts.de,+49 7025-84340,+49 7025/8434-20,"Hauptstr. 7, 72639 Neuffen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FACTUREE – Der Online-Fertiger,"<a href=""http://www.facturee.de"" target=""_blank"">www.facturee.de</a>","<a href=""mailto:info@facturee.de"">info@facturee.de</a>",+49 30/6293939-0,+49 30/6293939-50,"Oudenarder Str. 16, 13347 Berlin, Deutschland",N/A,2017,N/A,https://web.facebook.com/FACTUREE/,N/A,https://twitter.com/facturee_de,N/A,N/A,https://www.facturee.de/feed/,https://www.xing.com/companies/facturee%E2%80%93%C2%A0deronline-fertiger,https://www.linkedin.com/company/facturee/
factronix GmbH,www.factronix.com,office@factronix.com,+49 8153-906640,+49 8153-9066499,"Am Anger 5, 82237 Wörthsee, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fachverband Schaumkunststoffe,www.fsk-vsv.de,fsk@fsk-vsv.de,+49 711-9937510,N/A,"Stammheimer Str. 35, 70435 Stuttgart, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fabasoft International,"<a href=""http://www.fabasoft.com"" target=""_blank"">www.fabasoft.com</a>","<a href=""mailto:office@fabasoft.com"">office@fabasoft.com</a>",+43 7326061620,+43 732606162609,"Honauerstr. 4, 4020 Linz, Österreich",&gt;300,1988,N/A,N/A,N/A,https://twitter.com/fabasoft,https://www.youtube.com/user/FabasoftCloud,N/A,N/A,N/A,https://www.linkedin.com/company/fabasoft/
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fabmatics GmbH,www.fabmatics.com,info@fabmatics.com,+49 3518718060,+49 351 65237-190,"Zur Steinhöhe 1, 01109 Dresden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
F.O.S. Umwelt- und Filtertechnik,www.fos-filtertechnik.de,info@fos-filtertechnik.de,+49 2382-909-0,+49 2382-909-188,"Am Vatheuershof 17-19, 59229 Ahlen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
F&P Robotics AG,www.fp-robotics.com,info@fp-robotics.com,+41 44 515 95-20,+41 44 515 95-25,"Rohrstr. 36, 8152 Glattbrugg, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fabasoft Approve GmbH,"<a href=""http://www.fabasoft.com/approve"" target=""_blank"">www.fabasoft.com/approve</a>","<a href=""mailto:approve@fabasoft.com"">approve@fabasoft.com</a>",+43 732 606162-0,+43 732 606162-609,"Honauerstr. 4, 4020 Linz, Österreich",&gt; 400 Unternehmensgruppe,N/A,N/A,N/A,N/A,https://twitter.com/fabasoft,https://www.youtube.com/user/FabasoftCloud,N/A,N/A,N/A,https://www.linkedin.com/company/fabasoft/
F&S BONDTEC,www.fsbondtec.at,info@fsbondtec.at,+43 7722-67052-8270,+43 7722-67052-8272,"Industriezeile 49A, 5280 Braunau am Inn, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FAB Fördertechnik und,fab-materialfluss.de,info@fab.gmbh,+49 7741-96760,+49 7741/9676190,"Daimlerstr. 9-11, 79761 Waldshut-Tiengen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
F. Zimmermann GmbH,www.f-zimmermann.com,info@f-zimmermann.com,+49 7158 9489550,+49 7158 948955300,"Bernhäuser Str. 35, 73765 Neuhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
F. W. Seuthe GmbH & Co. KG,www.fw-seuthe.de,fws@fw-seuthe.de,+49 2992 3017,+49 2992 4979,"Birkenkamp 45, 34474 Diemelstadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Extramet AG,www.extramet.ch,office@extramet.ch,+41 264199100,+41 264199199,"Rüttistr. 42, 1716 Plaffeien, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Extra Computer GmbH,www.extracomputer.de,info@extracomputer.de,+49 7322 96150,+49 7322 9615290,"Brühlstr. 12, 89537 Giengen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXTEND3D GmbH,www.extend3d.de,info@extend3d.de,+49 89-21550160,N/A,"Trausnitzstr. 8, 81671 München, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Expresso Deutschland GmbH & Co. KG,www.expresso-group.com,info@expresso.de,+49 561-95910,+49 561-9591198,"Antonius-Raab-Str. 19, 34123 Kassel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Exner Process Equipment GmbH,e-p-e.de,sales@e-p-e.de,+49 72512490,+49 7243 945429 99,"Carl-Metz-Str. 26, 76275 Ettlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExprAn,www.expran.de,kontakt@expran.de,+49 7162/43061,+49 7162/43081,"Hohensteinstr. 25, 73079 Süßen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXOR Deutschland GmbH,www.exor.de,info@exor.de,+49 202 / 27 91-10,+49 202 / 27 91-144,"Spitzenstr. 30, 42389 Wuppertal, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Exlar Europe GmbH,www.exlar.de,info@exlar.de,+49 6142-175900,+49 61421759069,"Frankfurter Str. 107, 65479 Raunheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Expanite GmbH,www.expanite.de,info@expanite.de,+49 7022 2080038,N/A,"Benzstr. 2, 72636 Frickenhausen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVT Eye Vision Technology GmbH,http://www.evt-web.com,info@evt-web.com,+49 721-66600423 - 0,+49 72162690596,"Gartenstr. 26, 76133 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXERON GmbH,www.exeron.de,info@exeron.de,+49 7423-86740,+49 74238674112,"Beffendorfer Str. 6, 78727 Oberndorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EWM AG,www.ewm-group.com,info@ewm-group.com,+49 2680-1810,+49 2680-181244,"Dr.-Günter-Henle-Str. 8, 56271 Mündersbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EWOTECH GmbH,www.ewotech.de,info@ewotech.de,+49 7321-27840,+49 -27,"Daimlerstr. 17, 89564 Nattheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EWIKON Heißkanalsysteme GmbH,www.ewikon.com,info@ewikon.com,+49 6451-5010,+49 6451/501205,"Siegener Str. 35, 35066 Frankenberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Excella GmbH & Co. KG,www.excella-pharma-source.de,info@excella-pharma-source.de,+49 9128-4040,+49 9128-404-581,"Nürnberger Str. 12, 90537 Feucht, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Exact Software Germany GmbH,www.exactonline.de,info@exactonline.de,+49 69 665662100,+49 69 665662101,"Hamburger Allee 2-4, 60486 Frankfurt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EWS Weigele,www.ews-tools.de,info@ews-tools.de,+49 7161-9304010,+49 7161930403,"Maybachstr. 1, 73066 Uhingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evoqua Water Technologies,www.evoqua.com/de,wtger@evoqua.com,+49 (0822- 9040,N/A,"Auf der Weide 10, 89312 Günzburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EXSAL,www.palexpo.ch,info@palexpo.ch,+41 227611111,+41 227980100,"Route Francois Peyrot 30, 1218 Le Grand-Saconnex, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVO-tech GmbH,www.evo-tech.eu,office@evo-tech.eu,+43 7662 3840023,+43 7662 3840057,"Gahberggasse 9, 4861 Schörfling am Attersee, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EVO Informationssysteme GmbH,www.evo-solutions.com,info@evo-solutions.com,+49 7176 452900,+49 7176 4529050,"Ludwig-Bölkow-Str. 15, 73568 Durlangen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EUTECT GmbH,"<a href=""http://eutect.de"" target=""_blank"">eutect.de</a>","<a href=""mailto:info@eutect.de"">info@eutect.de</a>",+49 7072-928900,+49 7072/92890-92,"Filsenbergstr. 10, 72144 Dußlingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evonik Industries AG,www.evonik.de,info@evonik.com,+49 2365-49-02,+49 2365/496740,"45764 Marl, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eugen Riexinger GmbH & Co. KG,www.riex.de,info@riex.de,+49 7052-93090-0,+49 7052-93090-33,"Egartenring 2, 75378 Bad Liebenzell, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Europlacer (Intl) Ltd.,europlacer-smt.co.uk,contact@europlacer.com,+44 1202 266500,+44 1202 266599,"Factory Road 30, BH16 5SL Poole, Vereinigtes Königreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
euroLux AG.,euroluxag.de,info@euroluxag.de,+49 228 4299250,N/A,"Mühlenstr. 13, 53173 Bonn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
euroTECH Vertriebs GmbH,www.etvac.de,info@etvac.de,+49 7428/939120,+49 7428/9391213,"Maybachstr. 7, 72348 Rosenfeld, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EUCHNER GmbH & Co. KG,www.euchner.de,info@euchner.de,+49 711-7597-0,+49 711-7597-385,"Kohlhammerstr. 16, 70771 Leinfelden-Echterdingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eurolaser Hamburg GmbH,www.eurolaser.com,eurolaser@eurolaser.com,+49 4131-96970,+49 4131 9697111,"Borsigstr. 18, 21339 Lüneburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eugen Fahrion GmbH & Co. KG,www.fahrion.de,info@fahrion.de,+49 7184-9282-0,+49 7184 928222,"Forststr. 54, 73667 Kaisersbach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eureca Messtechnik GmbH,www.eureca.de,info@eureca.de,+49 221-952629-0,+49 221-952629-9,"Deutz-Kalker Str. 35, 50679 Köln, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EUBA-Antriebstechnik,www.euba.de,info@euba.de,+49 201-853110,+49 2018531125,"Ruhrau 44, 45279 Essen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Etampa AG,www.etampa.ch,info@etampa.ch,+41 326442121,+41 326442122,"Solothurnstr. 12, 2540 Grenchen, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Etengo (Deutschland) AG,www.etengo.de,kontakt@etengo.de,+49 621-150210,+49 621/15021-399,"Konrad-Zuse-Ring 27, 68163 Mannheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Essity Operations Mannheim GmbH,www.essity.de,supplierinvoices.de@essity.com,+49 621-7780,+49 -3146,"Sandhofer Str. 176, 68305 Mannheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eta|opt GmbH,www.etaopt.de,info@etaopt.de,+49 561-953797-10,N/A,"Universitätsplatz 12, 34127 Kassel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Etalon GmbH,www.etalon-ag.com,info@etalon-ag.com,+49 531 70222800,+49 531-70222899,"Biberweg 31 A, 38114 Braunschweig, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESSEMTEC AG,www.essemtec.com,info@essemtec.com,+41 419196060,+41 419196050,"Mosenstr. 20, 6287 AESCH, Schweiz",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
esz AG calibration & metrology,www.esz-ag.de,info@esz-ag.de,+49 8141-888870,+49 8141-,"Max-Planck-Str. 16, 82223 Eichenau, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
esitron-electronic GmbH,www.esitron.de,info@esitron.de,+49 7541-60000,+49 7541-6000-11,"Ernst-Zimmermann-Str. 18, 88045 Friedrichshafen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Espera-Werke GmbH,www.espera.com,info@espera.com,+49 203-3054-0,+49 203 3054 275,"Moltkestr. 17-33, 47058 Duisburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESI ITI GmbH,www.simulationx.de,info@iti.de,+49 351-260500,+49 35126050-155,"Schweriner Str. 1, 01067 Dresden, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erwin König Abwassertechnik,www.koenig-abwasser.de,info@koenig-abwasser.de,+49 9826-991460,+49 9826991461,"Am Wiesengrund 20, 91732 Merkendorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESET Deutschland GmbH,www.eset.com,thorsten.urbanski@ESET.de,+49 3641 3114 100,+49 3641 3114 299,"Spitzweidenweg 32, 07743 Jena, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESA Elettronica Spa,N/A,N/A,N/A,N/A,"Via Padre Masciadri, 22060 Mariano Comense Co, Italien",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESCHA GmbH & Co. KG,www.escha.de,info@escha.net,+49 2353-708800,+49 2353-708400,"Elberfelder Str. 32, 58553 Halver, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ESD-Akademie,www.esd-akademie.de,info@esd-akademie.de,+49 2689-9287020,+49 2689-9287021,"Industriestr. 27, 56276 Großmaischeid, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eschbach GmbH,www.eschbachIT.com,N/A,+49 7761-559590,+49 77615595929,"Schaffhauser Str. 97, 79713 Bad Säckingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erwin Junker Maschinenfabrik GmbH,www.junker-group.com,info@junker.de,+49 7838-84-0,+49 783884302,"Junkerstr. 2, 77787 Nordrach, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ERSA GmbH,"<a href=""http://www.kurtzersa.de/electronics-production-equipment.html"" target=""_blank"">www.kurtzersa.de/electronics-production-equipment.html</a>","<a href=""mailto:info@ersa.de"">info@ersa.de</a>",+49 9342-800-0,+49 9342800100,"Leonhard-Karl-Str. 24, 97877 Wertheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ertec GmbH,www.ertec.com,info@ertec.com,+49 9131-77000,+49 9131770010,"Am Pestalozziring 24, 91058 Erlangen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erler GmbH Dienstl. f. SPS /,www.erler-gmbh.de,info@erler-gmbh.de,+49 7427-92290,+49 7427922950,"Bubensulz 6, 72358 Dormettingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ernst Reiner GmbH & Co. KG,www.reiner.de,reiner@reiner.de,+49 7723-6570,+49 7723657200,"Baumannstr. 16, 78120 Furtwangen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ERO-Führungen GmbH,www.ero-fuehrungen.de,info@ero-fuehrungen.de,+49 7707-1580,+49 7707-1580-9114,"Weißkreuzstr. 16, 79843 Löffingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ernst Lenz GmbH,www.lenz-gmbh.de,N/A,+49 2772-94240,N/A,"Wetzlarer Str. 21, 35764 Sinn, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erb Transporte GmbH,www.erb-transporte.de,info@erb-transporte.de,+49 7042 8189-0,+49 7042 8189-29,"Planckstr. 9, 71665 Vaihingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ernst & Engbring GmbH,"<a href=""http://www.eue-kabel.de"" target=""_blank"">www.eue-kabel.de</a>","<a href=""mailto:info@eue-kabel.de"">info@eue-kabel.de</a>",+49 2368-69010,+49 2368690135,"Industriestr. 9, 45739 Oer-Erkenschwick, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Epson Deutschland GmbH,www.epson.de,info@epson.de,+49 2159 5380,+49 2159/5383000,"Otto-Hahn-Str. 4, 40670 Meerbusch, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eppendorf SE,www.eppendorf.com,eppendorf@eppendorf.com,+49 40 538010,+49 40 53801556,"22331 Hamburg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EPP Electronic,www.epp-germany.com,info@epp-germany.com,+49 8982998918,N/A,"Justus-von-Liebig-Ring 9, 82152 Krailling, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EPP Elektronik Produktion + Prüftechnik,"<a href=""http://epp-online.de"" target=""_blank"">epp-online.de</a>","<a href=""mailto:media.industrie@konradin.de"">media.industrie@konradin.de</a>",+49 711 75940,N/A,"Ernst-Mey-Str. 8, 70771 Leinfelden-Echterdingen, Deutschland",N/A,1975,N/A,https://www.facebook.com/konradinindustrie,N/A,https://twitter.com/EPPmagazine,http://youtube.com/konradinindustrie,N/A,N/A,N/A,https://www.linkedin.com/groups/12091610/
EPflex Feinwerktechnik GmbH,www.epflex.com,info@epflex.com,+49 71 23 / 97 84-0,+49 71 23 / 97 84-22,"Im Schwöllbogen 24, 72581 Dettingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EPA GmbH,www.epa.de,info@epa.de,+49 6181-9704-0,+49 6181970499,"Fliederstr. 8, 63486 Bruchköbel, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EPLAN Software & Service,www.eplan.de,info@eplan.de,+49 2173-3964-0,+49 2173396425,"An der Alten Ziegelei 2, 40789 Monheim, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EOS GmbH Electro Optical Systems,www.eos.info,info@eos.info,+49 89-893360,+49 89-89336-285,"Robert-Stirling-Ring 1, 82152 Krailling, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Enzfelder GmbH,www.enzfelder.at,office@enzfelder.at,+43 225681287,+43 22568128795,"Eichengasse 36, 2551 Enzesfeld-Lindabrunn, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Envirotec - Gesellschaft für,www.envirotec.de,info@envirotec.de,+49 605588090,+49 6055880933,"Richard-J.-Ruff-Str. 2, 63594 Hasselroth, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EnviroChemie GmbH,envirochemie.com,valeria.pantuso@envirochemie.com,+49 6154-69980,+49 6154-6998-80,"In den Leppsteinswiesen 9, 64380 Roßdorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E N T E X Rust & Mitschke GmbH,www.entex-bochum.de,info@entex.de,+49 234-89122-0,+49 2348912299,"Heinrichstr. 67 a, 44805 Bochum, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
enPORTAL GmbH,www.enportal.de,info@enportal.de,+49 40-2442429-3,+49 40244242959,"Moordiek 1, 23820 Pronstorf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENGMATEC GmbH,www.engmatec.de,info@engmatec.de,+49 7732-9998-0,+49 7732999888,"Fritz-Reichle-Ring 5, 78315 Radolfzell, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENGEL Elektroantriebe GmbH,www.engelantriebe.de,info@engelantriebe.de,+49 6123-9940,+49 6123-994-130,"Am Klingenweg 10, 65396 Walluf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ERNI Electronics GmbH & Co. KG,www.erni-x-press.com,info@erni-x-press.com,+49 7166-500,+49 7166-50-121,"Seestr. 9, 73099 Adelberg, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Engel Austria GmbH,www.engelglobal.com,info@engel.at,+43 7262 6200,+43 7262 6203009,"Ludwig Engel-Str. 1, 4311 Schwertberg, Österreich",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENEXIO Management GmbH,www.enexio.com,N/A,+49 234 980 2000,+49 234 980 34 2581,"Dorstener Str. 18- 29, 44651 Herne, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENEMAC Ges.für Energie-u.,www.enemac.de,info@enemac.de,+49 6022-71070,+49 6022-22237,"Daimler Ring 42, 63839 Kleinwallstadt, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
enesty gmbh,www.enesty.org,info@enesty.org,+49 34328-607090,+49 34328-607091,"Fröndenberger Str. 15, 04746 Hartha, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
endtest GmbH,www.endtest.de/impressum,kontakt@endtest.de,+49 30-609523-17,+49 30-609523-19,"Seestr. 64-67, 13347 Berlin, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Endress+Hauser,www.de.endress.com,info.de@endress.com,+49 7621-975-01,+49 7621-975-555,"Colmarer Str. 6, 79576 Weil am Rhein, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENCOMA GmbH,www.encoma.de,info@encoma.de,+49 7774 9315-0,+49 7771 9315-30,"Unter den Reben 13, 78253 Eigeltingen, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
encee CAD/CAM-Systeme GmbH Büro,www.encee.de,info@encee.de,+49 9621-78290,+49 9621782929,"Falkenstr. 4, 92245 Kümmersbruck, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMUGE-Werk GmbH & Co.KG,www.emuge.de,info@emuge.de,+49 9123-186-0,+49 9123-14313,"Nürnberger Str. 96 -100, 91207 Lauf, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emtrion GmbH,www.emtrion.de,info@emtrion.de,+49 721-627250,+49 721627 25-19,"Alter Schlachthof 45, 76131 Karlsruhe, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Empolis Information Management GmbH,www.empolis.com,N/A,+49 631-680370,+49 6316803777,"Europaallee 10, 67657 Kaiserslautern, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMIL OTTO Flux- u.,www.emilotto.de,info@emilotto.de,+49 6123-70460,+49 6123-704615,"Eltviller Landstr. 22, 65346 Eltville, Deutschland",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMI SAS,"<a href=""http://www.emi-wissler.com/de"" target=""_blank"">www.emi-wissler.com/de</a>","<a href=""mailto:contact@emi-wissler.com"">contact@emi-wissler.com</a>",+33 3 89703670,+33 3 89681817,"ZAC - 1 avenue Euroeastpark, 68300 Saint-Louis Neuweg, Frankreich","220 Mitarbeiter, mehrsprachig (FR-DE-EN)",1995,63 Millionen € in 2022,N/A,N/A,N/A,https://vimeo.com/user46488626,N/A,https://www.linkedin.com/company/emi-etude-moule-injection,N/A,https://www.linkedin.com/company/emi-etude-moule-injection/
